time,feedback_position_x,feedback_position_y,feedback_position_z,setpoint_speed_z,setpoint_speed_y,setpoint_speed_z
0.004239146,466.8299865722656,556.3560180664063,497.4930419921875,0,-200,0
0.008094421,466.8299865722656,556.3560180664063,497.4930419921875,0,-200,0
0.012623841,466.8302001953125,556.3558349609375,497.4930419921875,0,-200,0
0.016630265,466.8299865722656,556.3560180664063,497.4930419921875,0,-200,0
0.020346724,466.8302001953125,556.3558349609375,497.4930419921875,0,-200,0
0.024298865,466.83026123046875,556.3557739257813,497.4930419921875,0,-200,0
0.028686449,466.8287353515625,556.3544921875,497.49090576171875,0,-200,0
0.032565744,466.8437194824219,556.3267822265625,497.4906005859375,0,-200,0
0.036384125,466.8920593261719,556.2646484375,497.53094482421875,0,-200,0
0.040967275,466.9512023925781,556.13818359375,497.594482421875,0,-200,0
0.044823142,467.0151062011719,555.9526977539063,497.6629333496094,0,-200,0
0.048849169,467.081298828125,555.7083740234375,497.7367248535156,0,-200,0
0.053095347,467.14794921875,555.3843994140625,497.8250427246094,0,-200,0
0.056983479,467.2020263671875,554.9689331054688,497.90411376953125,0,-200,0
0.060887545,467.21075439453125,554.4989624023438,497.9114990234375,0,-200,0
0.065118422,467.1541442871094,554.0170288085938,497.8461608886719,0,-200,0
0.069033806,467.0624694824219,553.48388671875,497.76434326171875,0,-200,0
0.073046869,466.9820251464844,552.8606567382813,497.7054138183594,0,-200,0
0.077324202,466.91241455078125,552.1642456054688,497.6258239746094,0,-200,0
0.08115505,466.8352355957031,551.4281005859375,497.5129699707031,0,-200,0
0.085065978,466.7764587402344,550.6610107421875,497.45343017578125,0,-200,0
0.089331852,466.7522277832031,549.836181640625,497.4517517089844,0,-200,0
0.093221579,466.7544860839844,548.9866333007813,497.4519348144531,0,-200,0
0.097186672,466.7492370605469,548.1439208984375,497.4282531738281,0,-200,0
0.10153402,466.745849609375,547.3177490234375,497.42645263671875,0,-200,0
0.105354169,466.7439880371094,546.4935913085938,497.4472961425781,0,-200,0
0.109285245,466.753173828125,545.6636962890625,497.4787902832031,0,-200,0
0.113785809,466.7611083984375,544.8424072265625,497.50848388671875,0,-200,0
0.1173925,466.7518005371094,544.0298461914063,497.5259094238281,0,-200,0
0.121383366,466.744873046875,543.21923828125,497.555908203125,0,-200,0
0.125649031,466.7320251464844,542.412353515625,497.57781982421875,0,-200,0
0.129557227,466.7103271484375,541.6104736328125,497.5810241699219,0,-200,0
0.133502601,466.6791076660156,540.8094482421875,497.5710144042969,0,-200,0
0.137682907,466.6439208984375,540.0103149414063,497.5614318847656,0,-200,0
0.141568237,466.61322021484375,539.2042236328125,497.52923583984375,0,-200,0
0.145565006,466.58721923828125,538.3965454101563,497.4925231933594,0,-200,0
0.149806023,466.564697265625,537.5911254882813,497.4603576660156,0,-200,0
0.153756145,466.54339599609375,536.7811889648438,497.43096923828125,0,-200,0
0.157651475,466.5243225097656,535.9719848632813,497.4018249511719,0,-200,0
0.16192539,466.49981689453125,535.165283203125,497.3753967285156,0,-200,0
0.165740553,466.4721374511719,534.359375,497.36761474609375,0,-200,0
0.169777656,466.4454345703125,533.5528564453125,497.3573303222656,0,-200,0
0.174160714,466.421142578125,532.74853515625,497.3474426269531,0,-200,0
0.177928939,466.3984375,531.9430541992188,497.3430480957031,0,-200,0
0.181824713,466.38568115234375,531.130859375,497.3497314453125,0,-200,0
0.18618496,466.37701416015625,530.31640625,497.3705139160156,0,-200,0
0.189994699,466.37396240234375,529.4985961914063,497.391845703125,0,-200,0
0.193983394,466.37396240234375,528.6795043945313,497.40625,0,-200,0
0.198181288,466.3755187988281,527.8544921875,497.4151916503906,0,-200,0
0.202108852,466.3717956542969,527.032958984375,497.425537109375,0,-200,0
