time,feedback_position_x,feedback_position_y,feedback_position_z,setpoint_speed_z,setpoint_speed_y,setpoint_speed_z
0.003880759,466.83306884765625,556.3515014648438,497.4918212890625,0,-199.7674346469327,0
0.007967548,466.83355712890625,556.35205078125,497.4906311035156,0,-202.59591947644932,0
0.012396626,466.83294677734375,556.3513793945313,497.4930419921875,0,-210.49685824343646,0
0.01621002,466.83306884765625,556.3515014648438,497.4918212890625,0,-210.40899750109637,0
0.020176904,466.83355712890625,556.35205078125,497.4906311035156,0,-209.64359363952985,0
0.024328683,466.83343505859375,556.3519897460938,497.4918212890625,0,-207.8871734570049,0
0.028276065,466.83453369140625,556.3499145507813,497.4918212890625,0,-212.01185479042806,0
0.032237967,466.838134765625,556.3317260742188,497.4903869628906,0,-213.61863567182746,0
0.03635784,466.8551025390625,556.2982788085938,497.52423095703125,0,-216.08480811752418,0
0.040304625,466.8919982910156,556.1939086914063,497.5874328613281,0,-215.92373761330265,0
0.044473836,466.9533386230469,556.0054321289063,497.6512756347656,0,-208.4439075508002,0
0.048644298,467.0266418457031,555.7518310546875,497.73388671875,0,-213.4490060104205,0
0.052362749,467.0946350097656,555.415771484375,497.8233947753906,0,-220.41419690138588,0
0.056462164,467.1448669433594,554.9974365234375,497.89794921875,0,-220.89116846537706,0
0.060607428,467.14813232421875,554.51904296875,497.9107971191406,0,-231.38930785339352,0
0.064526258,467.0928649902344,554.013916015625,497.85614013671875,0,-218.0443065063185,0
0.068642665,467.00311279296875,553.4514770507813,497.77880859375,0,-234.66900061418286,0
0.072764254,466.9179992675781,552.8018188476563,497.708740234375,0,-228.09444690742674,0
0.076715239,466.8415832519531,552.0792846679688,497.61981201171875,0,-226.91740456656,0
0.080688392,466.76202392578125,551.30126953125,497.510986328125,0,-223.12939953449438,0
0.084921981,466.6983337402344,550.482177734375,497.4526062011719,0,-228.16134664131735,0
0.089182381,466.6788024902344,549.60595703125,497.442138671875,0,-232.52237021754343,0
0.093005242,466.6773376464844,548.6986694335938,497.4415283203125,0,-245.3738876306313,0
0.097163987,466.6741027832031,547.7927856445313,497.422607421875,0,-235.80115903437007,0
0.101062937,466.6783752441406,546.8900756835938,497.42822265625,0,-235.36528278363485,0
0.105088754,466.68438720703125,545.9763793945313,497.45721435546875,0,-249.11358810220864,0
0.109390813,466.6946716308594,545.0651245117188,497.4905700683594,0,-236.7505847559123,0
0.113191883,466.7010803222656,544.152099609375,497.5121765136719,0,-240.9446104574708,0
0.117208977,466.6930236816406,543.2431030273438,497.5331726074219,0,-238.8802600027139,0
0.121366658,466.6820373535156,542.3309936523438,497.5643310546875,0,-242.59750183238393,0
0.125261925,466.6717224121094,541.41748046875,497.5860595703125,0,-256.1628894613551,0
0.129373425,466.6506652832031,540.5015869140625,497.58929443359375,0,-257.24600164372345,0
0.133446695,466.6177062988281,539.583251953125,497.589599609375,0,-259.2700830732367,0
0.13737996,466.583740234375,538.6551513671875,497.56756591796875,0,-246.57605640720004,0
0.141506639,466.54730224609375,537.7197265625,497.5440368652344,0,-256.8947541226929,0
0.145598016,466.5171203613281,536.7766723632813,497.5132141113281,0,-261.49604322903866,0
0.149518638,466.4881591796875,535.8274536132813,497.47149658203125,0,-261.91194019777,0
0.153458952,466.45458984375,534.8646240234375,497.4352111816406,0,-265.38048432637913,0
0.157666232,466.4181823730469,533.895263671875,497.40374755859375,0,-258.4823616313494,0
0.161631866,466.3880310058594,532.9246826171875,497.3741149902344,0,-274.31075884702454,0
0.165594046,466.3567810058594,531.9446411132813,497.33319091796875,0,-259.82441844201537,0
0.169866822,466.32958984375,530.9599609375,497.3164978027344,0,-260.9177238674372,0
0.173634566,466.2986145019531,529.96435546875,497.3206481933594,0,-276.6862856643901,0
0.177643134,466.2796630859375,528.9575805664063,497.3347473144531,0,-275.71913088323805,0
0.181900374,466.2575988769531,527.94091796875,497.33563232421875,0,-281.5553213217204,0
0.18579109,466.24212646484375,526.916748046875,497.3476867675781,0,-271.98511435913287,0
0.190188923,466.22906494140625,525.8790283203125,497.3648376464844,0,-274.65228836812037,0
0.193971667,466.2230529785156,524.8333740234375,497.3928527832031,0,-282.8444718584969,0
0.197850269,466.21636962890625,523.7791137695313,497.41265869140625,0,-282.8243881902256,0
0.201862957,466.2041320800781,522.7200317382813,497.4194641113281,0,-275.6564247048987,0
0.206046037,466.190673828125,521.6498413085938,497.4248962402344,0,-277.98249542821213,0
0.210031088,466.1705322265625,520.5751953125,497.41558837890625,0,-276.3120299012917,0
0.213945335,466.14581298828125,519.498291015625,497.3987731933594,0,-289.03549980289625,0
0.218155578,466.1108703613281,518.4224853515625,497.38421630859375,0,-278.1286313893937,0
0.222018847,466.0674133300781,517.3447265625,497.3757019042969,0,-288.5203221483864,0
0.22604635,466.0232849121094,516.2547607421875,497.3415832519531,0,-298.75170977411,0
0.23032157,465.9837341308594,515.1574096679688,497.3066101074219,0,-295.7868988759222,0
0.234155053,465.9396057128906,514.0610961914063,497.2843322753906,0,-287.79498546262727,0
