time,feedback_position_x,feedback_position_y,feedback_position_z,setpoint_speed_z,setpoint_speed_y,setpoint_speed_z
0.003867285,466.83447265625,556.345703125,497.4798889160156,0,0.8117506467537265,0
0.008083103,466.84649658203125,556.3237915039063,497.49871826171875,0,-11.567879998924237,0
0.01206427,466.8516845703125,556.3140258789063,497.5097351074219,0,0.6948943429688956,0
0.016247635,466.850341796875,556.312744140625,497.51300048828125,0,-19.36374552681769,0
0.020152973,466.8483581542969,556.3286743164063,497.52349853515625,0,-6.425574997547789,0
0.023766133,466.8415222167969,556.3379516601563,497.5223388671875,0,-20.195641137405733,0
0.028000063,466.8359680175781,556.3443603515625,497.52203369140625,0,-27.255515061971156,0
0.032071075,466.8294372558594,556.3505859375,497.5144958496094,0,-16.293207871279765,0
0.035898054,466.82025146484375,556.3580932617188,497.5055236816406,0,-33.771874556449646,0
0.040104903,466.81097412109375,556.3665161132813,497.50201416015625,0,-21.18067597147651,0
0.044054029,466.8059387207031,556.37060546875,497.49322509765625,0,-25.592768443199766,0
0.047993327,466.8045349121094,556.3721313476563,497.4909362792969,0,-37.27932202804399,0
0.05222497,466.80450439453125,556.3717651367188,497.4897766113281,0,-24.931884428749157,0
0.056184789,466.8041687011719,556.371826171875,497.4909362792969,0,-44.17656391782984,0
0.060134111,466.8042297363281,556.3717651367188,497.4909362792969,0,-35.427809492133655,0
0.06432434,466.8067321777344,556.3701171875,497.49444580078125,0,-43.3279359474925,0
0.068292929,466.8065490722656,556.370361328125,497.4979248046875,0,-39.44642624673361,0
0.072266432,466.80938720703125,556.3682861328125,497.50640869140625,0,-44.738240180421954,0
0.076670375,466.8093566894531,556.3681030273438,497.50750732421875,0,-52.24097090047941,0
0.080632624,466.8099670410156,556.36572265625,497.51129150390625,0,-53.92051419070279,0
0.084521683,466.8121643066406,556.3607177734375,497.5156555175781,0,-65.43077855525536,0
0.088600992,466.8130187988281,556.3563842773438,497.5107116699219,0,-59.561560160247645,0
0.092745583,466.8138427734375,556.3487548828125,497.5029296875,0,-57.758994740822494,0
0.096785033,466.81658935546875,556.34326171875,497.5036315917969,0,-60.46672624032521,0
0.100970532,466.81878662109375,556.3383178710938,497.49267578125,0,-62.479403973731465,0
0.104853911,466.8240661621094,556.3316650390625,497.4857482910156,0,-63.674217578710014,0
0.108775995,466.82794189453125,556.3275146484375,497.4792785644531,0,-76.88946911554069,0
0.112991856,466.83056640625,556.3274536132813,497.47442626953125,0,-78.02781074468683,0
0.116967736,466.8301696777344,556.3280639648438,497.4740905761719,0,-86.93035241818191,0
0.120911391,466.8304443359375,556.328369140625,497.4708557128906,0,-74.35248259624026,0
0.125115004,466.8305358886719,556.3284912109375,497.4688415527344,0,-92.38924320765886,0
0.129102122,466.8302001953125,556.3280639648438,497.4706726074219,0,-87.86224388658826,0
0.133014231,466.8294372558594,556.3271484375,497.4720458984375,0,-92.24321213021553,0
0.13718675,466.83197021484375,556.3226928710938,497.480224609375,0,-84.34931511920072,0
0.141162166,466.8343811035156,556.3157958984375,497.4836730957031,0,-84.76420655068743,0
0.145070788,466.83770751953125,556.3078002929688,497.48858642578125,0,-88.98145872030915,0
0.149330629,466.8419494628906,556.2955322265625,497.4935302734375,0,-103.08550545279027,0
0.15324948,466.84576416015625,556.2827758789063,497.4955749511719,0,-102.365805663804,0
0.157230612,466.8509521484375,556.2662353515625,497.49432373046875,0,-111.24009931556496,0
0.161410826,466.8536682128906,556.2510375976563,497.49517822265625,0,-100.34664220187419,0
0.165316594,466.8563232421875,556.2335815429688,497.494384765625,0,-106.18643846874728,0
0.169275017,466.8564453125,556.2174682617188,497.491943359375,0,-110.50012355404563,0
0.173503576,466.855712890625,556.2025146484375,497.4910583496094,0,-110.63834392199858,0
0.177606107,466.8551025390625,556.1844482421875,497.4898681640625,0,-126.08313125282389,0
0.181480855,466.853515625,556.1642456054688,497.4892883300781,0,-126.30937832218825,0
0.185582042,466.8535461425781,556.1436767578125,497.4886474609375,0,-129.28684282852447,0
0.189512328,466.8520202636719,556.119140625,497.4864807128906,0,-121.70226205319024,0
0.193491135,466.847900390625,556.0947875976563,497.4800109863281,0,-134.40150467738346,0
0.197737657,466.84503173828125,556.0674438476563,497.4823303222656,0,-126.56715526771305,0
0.201738983,466.8430480957031,556.0369873046875,497.4804992675781,0,-126.55965168917685,0
0.205581729,466.8379211425781,556.0048828125,497.4775085449219,0,-143.4752138664657,0
0.209784274,466.83544921875,555.9705200195313,497.4797668457031,0,-132.47513825822213,0
0.213998899,466.83050537109375,555.928955078125,497.47882080078125,0,-139.902930613274,0
