time,feedback_position_x,feedback_position_y,feedback_position_z,setpoint_speed_z,setpoint_speed_y,setpoint_speed_z
0.004166546,466.8350830078125,556.3505859375,497.49505615234375,0,-200,0
0.008052624,466.8350830078125,556.3505859375,497.49505615234375,0,-200,0
0.01229319,466.8350830078125,556.3505859375,497.49505615234375,0,-200,0
0.016527984,466.8350830078125,556.3505859375,497.49505615234375,0,-200,0
0.020337591,466.8350830078125,556.3505859375,497.49505615234375,0,-200,0
0.024314567,466.8350830078125,556.3505859375,497.49505615234375,0,-200,0
0.028454644,466.83404541015625,556.349365234375,497.4929504394531,0,-200,0
0.032406558,466.837646484375,556.3311767578125,497.49267578125,0,-200,0
0.036452422,466.8511657714844,556.2998657226563,497.5306396484375,0,-200,0
0.040733649,466.88726806640625,556.1925048828125,497.593017578125,0,-200,0
0.044521056,466.9477233886719,556.008056640625,497.6568298339844,0,-200,0
0.04844332,467.0188903808594,555.7588500976563,497.73095703125,0,-200,0
0.05267499,467.0821533203125,555.4361572265625,497.818115234375,0,-200,0
0.056635601,467.13134765625,555.0283813476563,497.8982849121094,0,-200,0
0.060777786,467.12939453125,554.5664672851563,497.9028625488281,0,-200,0
0.064799653,467.06903076171875,554.085693359375,497.82928466796875,0,-200,0
0.068684159,466.97613525390625,553.5560302734375,497.7558288574219,0,-200,0
0.072654036,466.8921203613281,552.9337158203125,497.6990051269531,0,-200,0
0.076914903,466.8216247558594,552.2376098632813,497.610595703125,0,-200,0
0.080867937,466.74517822265625,551.5045776367188,497.501220703125,0,-200,0
0.084801006,466.6864013671875,550.7318725585938,497.4442443847656,0,-200,0
0.089234373,466.66766357421875,549.906982421875,497.4444580078125,0,-200,0
0.093061766,466.6712951660156,549.0548095703125,497.44354248046875,0,-200,0
0.097035272,466.66900634765625,548.2139892578125,497.4230041503906,0,-200,0
0.101321986,466.6632385253906,547.3907470703125,497.4190979003906,0,-200,0
0.105179759,466.6658020019531,546.5604858398438,497.44189453125,0,-200,0
0.109246451,466.680908203125,545.7247314453125,497.4767761230469,0,-200,0
0.113518643,466.6895751953125,544.8966674804688,497.50616455078125,0,-200,0
0.117417554,466.68621826171875,544.0797119140625,497.5281066894531,0,-200,0
